Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
7224|M12580.1 Drosophila hydei Y chromosome lampbrush loop transcribed repeats,1186,0,861,30.43,33.57,90.66,297.92,2.19,1184.95,1e-26,7214,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,,
"77133|KM203565.1 Uncultured bacterium clone Plate5_4664_0_2_16S_BAC_H2Full 16S ribosomal RNA gene, partial sequence",1340,0,1200,42.17,42.17,100.0,237.15,4.74,1338.53,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"214033|LC087427.1 Uncultured Geobacteraceae bacterium gene for 16S rRNA, partial sequence, clone: JT_stE_5000m_14",464,0,374,99.73,100.0,99.73,100.0,5.94,463.54,1e-26,214033,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,unk_g,uncultured Geobacteraceae bacterium
"34034|LC087854.1 Uncultured delta proteobacterium gene for 16S rRNA, partial sequence, clone: JT_stF_6486m_96",218,0,377,86.74,86.74,100.0,115.29,3.18,217.54,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"77133|LN849981.1 Uncultured bacterium partial intI gene for integron integrase IntI, clone 4",500,0,765,56.6,60.39,93.72,165.58,5.21,499.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"263723|KM502370.1 Idiomarina fontislapidosi strain MCCC 1A07617 molecular chaperone DnaK (dnaK) gene, partial cds",318,0,600,75.0,75.67,99.12,132.16,2.64,317.27,1e-26,263723,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina fontislapidosi
"519453|KM502400.1 Idiomarina maritima strain MCCC 1A02674 molecular chaperone DnaK (dnaK) gene, partial cds",360,0,600,37.33,37.33,100.0,267.86,2.67,359.27,1e-26,519453,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina maritima
"263723|KM502513.1 Idiomarina fontislapidosi strain MCCC 1A04199 elongation factor G (fusA) gene, partial cds",628,0,735,61.63,61.63,100.0,162.25,3.05,627.1,1e-26,263723,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina fontislapidosi
"77133|KM467373.1 Uncultured bacterium clone 2009ECS-StC#593 16S ribosomal RNA gene, partial sequence",252,0,412,72.82,72.82,100.0,137.33,2.18,251.5,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM468062.1 Uncultured bacterium clone 2009ECS-StD#437 16S ribosomal RNA gene, partial sequence",222,0,422,69.91,71.09,98.33,140.67,2.04,221.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1573823|KT944013.1 Uncultured Draconibacterium sp. clone DB31 16S ribosomal RNA gene, partial sequence",474,0,857,47.37,47.84,99.02,209.02,2.69,472.95,1e-26,1573823,Bacteria,unk_k,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,uncultured Draconibacterium sp.
"37621|XM_014825089.1 PREDICTED: Priapulus caudatus cytochrome c oxidase subunit 1-like (LOC106820582), partial mRNA",1392,0,413,93.22,100.0,93.22,100.0,23.74,1391.49,1e-26,37891,Eukaryota,Metazoa,Priapulida,Priapulimorpha,Priapulimorphida,Priapulidae,,
"77133|KT211383.1 Uncultured bacterium clone MB_17 hydrazine oxidoreductase (hzo) gene, partial cds",350,0,499,79.56,81.56,97.54,122.6,3.0,349.39,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"37621|XR_001395616.1 PREDICTED: Priapulus caudatus uncharacterized LOC106820377 (LOC106820377), ncRNA",2840,0,1053,55.56,60.78,91.41,164.53,16.72,2838.71,1e-26,37891,Eukaryota,Metazoa,Priapulida,Priapulimorpha,Priapulimorphida,Priapulidae,,
"663|CP013484.1 Vibrio alginolyticus strain ATCC 33787 chromosome I, complete sequence",2679420,1318,3362673,65.06,65.47,99.38,152.75,3.53,2675466.32,1e-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"358574|KR812839.1 Uncultured microorganism clone Ar-cDNA-aprA-20 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",2942,0,389,96.66,100.0,96.66,100.0,43.6,2941.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812850.1 Uncultured microorganism clone Ar-cDNA-aprA-31 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",738,0,389,68.64,73.26,93.68,136.49,11.13,737.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR812857.1 Uncultured microorganism clone Ar-cDNA-aprA-3 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",474,0,389,97.69,100.0,97.69,100.0,5.65,473.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812876.1 Uncultured microorganism clone Ar-cDNA-aprA-5 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",1274,0,389,99.23,100.0,99.23,100.0,16.08,1273.52,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812886.1 Uncultured microorganism clone Ar-cDNA-aprA-6 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",480,0,389,96.14,100.0,96.14,100.0,6.8,479.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR812888.1 Uncultured microorganism clone Ar-cDNA-aprA-71 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",1200,0,386,97.41,100.0,97.41,100.0,17.82,1199.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812893.1 Uncultured microorganism clone Ar-cDNA-aprA-77 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",510,0,389,85.6,86.89,98.52,115.09,6.03,509.52,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812950.1 Uncultured microorganism clone CH4_DNA_aprA_44 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",1226,0,389,90.49,94.34,95.91,105.99,17.42,1225.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR812953.1 Uncultured microorganism clone CH4_DNA_aprA_47 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",1784,0,389,97.43,100.0,97.43,100.0,26.89,1783.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812962.1 Uncultured microorganism clone CH4_DNA_aprA_56 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",1078,0,386,99.22,100.0,99.22,100.0,13.05,1077.53,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812991.1 Uncultured microorganism clone CH4_DNA_aprA_83 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",1006,0,383,97.65,100.0,97.65,100.0,10.97,1005.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812996.1 Uncultured microorganism clone CH4_DNA_aprA_88 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",772,0,383,97.39,100.0,97.39,100.0,8.69,771.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR813005.1 Uncultured microorganism clone CH4_DNA_aprA_mC9 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",254,0,389,93.83,98.46,95.3,101.57,5.2,253.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR813013.1 Uncultured microorganism clone Ar_DNA_aprA_mC12 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",296,0,389,77.38,81.23,95.25,123.1,5.86,295.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"484498|KU041517.1 Oleibacter marinus strain 2O1 alkane 1-monooxygenase (alkB) gene, partial cds",286,0,488,61.48,61.48,100.0,162.67,2.46,285.4,1e-26,484498,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter,Oleibacter marinus
"991135|KT923929.1 Uncultured candidate division NC10 bacterium clone MS1-9 16S ribosomal RNA gene, partial sequence",518,0,410,92.68,94.39,98.19,105.94,5.26,517.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KT923938.1 Uncultured candidate division NC10 bacterium clone MS1-18 16S ribosomal RNA gene, partial sequence",232,0,410,69.27,72.2,95.95,138.51,2.87,231.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KT923965.1 Uncultured candidate division NC10 bacterium clone CS1-8 16S ribosomal RNA gene, partial sequence",242,0,410,69.76,70.49,98.96,141.87,2.8,241.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT923977.1 Uncultured candidate division NC10 bacterium clone CS2-1 16S ribosomal RNA gene, partial sequence",4264,0,410,100.0,100.0,100.0,100.0,44.14,4263.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT923979.1 Uncultured candidate division NC10 bacterium clone CS2-3 16S ribosomal RNA gene, partial sequence",28746,0,410,95.12,95.61,99.49,104.59,288.23,28745.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT923980.1 Uncultured candidate division NC10 bacterium clone CS2-4 16S ribosomal RNA gene, partial sequence",8536,0,410,99.51,100.0,99.51,100.0,83.91,8535.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT923981.1 Uncultured candidate division NC10 bacterium clone CS2-5 16S ribosomal RNA gene, partial sequence",1198,0,410,70.0,70.24,99.65,142.36,11.94,1197.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT923982.1 Uncultured candidate division NC10 bacterium clone CS2-6 16S ribosomal RNA gene, partial sequence",394,0,410,95.12,100.24,94.89,99.76,4.51,393.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KT923983.1 Uncultured candidate division NC10 bacterium clone CS2-7 16S ribosomal RNA gene, partial sequence",262,0,410,71.22,71.46,99.66,139.93,2.82,261.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT923986.1 Uncultured candidate division NC10 bacterium clone CS2-10 16S ribosomal RNA gene, partial sequence",220,0,410,72.93,73.17,99.67,136.67,2.14,219.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924012.1 Uncultured candidate division NC10 bacterium clone LS1-1 16S ribosomal RNA gene, partial sequence",272,0,410,69.51,70.24,98.96,142.36,2.81,271.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924014.1 Uncultured candidate division NC10 bacterium clone LS1-3 16S ribosomal RNA gene, partial sequence",1110,0,410,99.76,100.0,99.76,100.0,10.76,1109.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924016.1 Uncultured candidate division NC10 bacterium clone LS1-5 16S ribosomal RNA gene, partial sequence",860,0,410,93.9,94.15,99.74,106.22,8.36,859.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924017.1 Uncultured candidate division NC10 bacterium clone LS1-6 16S ribosomal RNA gene, partial sequence",1468,0,410,100.0,100.0,100.0,100.0,14.22,1467.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924018.1 Uncultured candidate division NC10 bacterium clone LS1-7 16S ribosomal RNA gene, partial sequence",4788,0,410,99.76,100.0,99.76,100.0,46.95,4787.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924022.1 Uncultured candidate division NC10 bacterium clone LS1-11 16S ribosomal RNA gene, partial sequence",2996,0,410,100.0,100.0,100.0,100.0,32.99,2995.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924025.1 Uncultured candidate division NC10 bacterium clone LS1-14 16S ribosomal RNA gene, partial sequence",480,0,410,71.22,71.71,99.32,139.46,4.98,479.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924027.1 Uncultured candidate division NC10 bacterium clone LS1-16 16S ribosomal RNA gene, partial sequence",19724,0,410,100.0,100.0,100.0,100.0,193.0,19723.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924028.1 Uncultured candidate division NC10 bacterium clone LS1-17 16S ribosomal RNA gene, partial sequence",734,0,410,70.73,71.46,98.98,139.93,7.76,733.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924030.1 Uncultured candidate division NC10 bacterium clone LS1-19 16S ribosomal RNA gene, partial sequence",552,0,410,71.46,71.71,99.66,139.46,4.93,551.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924031.1 Uncultured candidate division NC10 bacterium clone LS2-1 16S ribosomal RNA gene, partial sequence",472,0,410,98.54,98.54,100.0,101.49,4.96,471.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924032.1 Uncultured candidate division NC10 bacterium clone LS2-2 16S ribosomal RNA gene, partial sequence",1770,0,410,99.02,100.0,99.02,100.0,17.7,1769.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924033.1 Uncultured candidate division NC10 bacterium clone LS2-3 16S ribosomal RNA gene, partial sequenceKT924050.1 Uncultured candidate division NC10 bacterium clone PS1-2 16S ribosomal RNA gene, partial sequenceKT924065.1 Uncultured candidate division NC10 bacterium clone PS1-17 16S ribosomal RNA gene, partial sequenceKU683692.1 Uncultured candidate division NC10 bacterium clone LS1-36 16S ribosomal RNA gene, partial sequence",5298,0,410,100.0,100.0,100.0,100.0,51.52,5297.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924036.1 Uncultured candidate division NC10 bacterium clone LS2-6 16S ribosomal RNA gene, partial sequence",988,0,410,99.51,100.0,99.51,100.0,10.74,987.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924039.1 Uncultured candidate division NC10 bacterium clone LS2-9 16S ribosomal RNA gene, partial sequence",256,0,410,70.24,70.24,100.0,142.36,2.8,255.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924040.1 Uncultured candidate division NC10 bacterium clone LS2-10 16S ribosomal RNA gene, partial sequence",2830,0,410,71.71,71.95,99.66,138.98,27.45,2829.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924042.1 Uncultured candidate division NC10 bacterium clone LS2-12 16S ribosomal RNA gene, partial sequence",3752,0,410,100.0,100.0,100.0,100.0,39.2,3751.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924043.1 Uncultured candidate division NC10 bacterium clone LS2-13 16S ribosomal RNA gene, partial sequence",179356,0,410,100.0,100.0,100.0,100.0,1689.06,179355.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924044.1 Uncultured candidate division NC10 bacterium clone LS2-14 16S ribosomal RNA gene, partial sequence",296,0,410,70.24,70.73,99.31,141.38,2.83,295.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924049.1 Uncultured candidate division NC10 bacterium clone PS1-1 16S ribosomal RNA gene, partial sequenceKT924053.1 Uncultured candidate division NC10 bacterium clone PS1-5 16S ribosomal RNA gene, partial sequenceKT924057.1 Uncultured candidate division NC10 bacterium clone PS1-9 16S ribosomal RNA gene, partial sequence",6520,0,410,100.0,100.0,100.0,100.0,62.44,6519.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924051.1 Uncultured candidate division NC10 bacterium clone PS1-3 16S ribosomal RNA gene, partial sequence",3530,0,410,99.76,100.0,99.76,100.0,35.02,3529.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924052.1 Uncultured candidate division NC10 bacterium clone PS1-4 16S ribosomal RNA gene, partial sequence",330,0,410,73.66,75.12,98.05,133.12,3.56,329.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KT924055.1 Uncultured candidate division NC10 bacterium clone PS1-7 16S ribosomal RNA gene, partial sequence",22372,0,410,94.63,96.83,97.73,103.27,212.96,22371.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KT924059.1 Uncultured candidate division NC10 bacterium clone PS1-11 16S ribosomal RNA gene, partial sequence",628,0,410,98.29,100.0,98.29,100.0,6.42,627.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KT924062.1 Uncultured candidate division NC10 bacterium clone PS1-14 16S ribosomal RNA gene, partial sequence",1480,0,410,82.68,83.66,98.83,119.53,16.27,1479.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KT924063.1 Uncultured candidate division NC10 bacterium clone PS1-15 16S ribosomal RNA gene, partial sequence",4842,0,410,98.05,100.0,98.05,100.0,51.01,4841.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KT924064.1 Uncultured candidate division NC10 bacterium clone PS1-16 16S ribosomal RNA gene, partial sequence",230,0,410,68.05,70.24,96.88,142.36,2.61,229.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KT924066.1 Uncultured candidate division NC10 bacterium clone PS1-18 16S ribosomal RNA gene, partial sequence",1586,0,410,75.61,75.85,99.68,131.83,16.26,1585.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"265882|KP001715.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsA-702S-5-24 cytochrome c-type biogenesis protein (ccsA) gene, partial cds",184,0,314,95.22,100.0,95.22,100.0,4.4,183.62,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KP001783.1 Uncultured bacterium clone ccsA-510S-3-10 cytochrome c-type biogenesis protein (ccsA) gene, partial cds",170,0,296,82.77,86.82,95.33,115.18,4.34,169.64,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KP001932.1 Uncultured bacterium clone ccsA-702S-5-28 cytochrome c-type biogenesis protein (ccsA) gene, partial cds",216,0,302,72.19,76.82,93.97,130.17,3.07,215.63,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP001964.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsB-425S-2-29 cytochrome c-type biogenesis protein (ccsB) gene, partial cds",862,0,420,99.29,100.0,99.29,100.0,11.62,861.49,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002097.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsB-702S-5-01 cytochrome c-type biogenesis protein (ccsB) gene, partial cds",346,0,420,89.52,95.48,93.77,104.74,6.85,345.49,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002112.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsB-702S-5-117 cytochrome c-type biogenesis protein (ccsB) gene, partial cds",210,0,420,64.29,65.0,98.9,153.85,2.6,209.49,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002278.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-08CF7S-10-03 hydrazine synthase beta subunit (hzsB) gene, partial cdsKP002306.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-08CF7S-10-37 hydrazine synthase beta subunit (hzsB) gene, partial cds",336,0,389,91.26,94.6,96.47,105.71,5.3,335.52,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP002414.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-06 hydrazine synthase beta subunit (hzsB) gene, partial cdsKP002442.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-34 hydrazine synthase beta subunit (hzsB) gene, partial cds",386,0,389,89.46,93.32,95.87,107.16,4.58,385.52,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002420.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-12 hydrazine synthase beta subunit (hzsB) gene, partial cds",726,0,389,89.97,93.06,96.69,107.46,8.55,725.52,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP002433.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-25 hydrazine synthase beta subunit (hzsB) gene, partial cds",202,0,389,92.03,96.66,95.21,103.46,4.31,201.52,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002471.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-510S-13-21 hydrazine synthase beta subunit (hzsB) gene, partial cds",230,0,383,81.72,87.47,93.43,114.33,3.92,229.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002531.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-702S-19-45 hydrazine synthase beta subunit (hzsB) gene, partial cds",238,0,385,95.84,100.0,95.84,100.0,4.18,237.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"310067|KU324268.1 Uncultured Anaerolineaceae bacterium clone HYIII51_Bac16s_AQDS01_01_A10 16S ribosomal RNA gene, partial sequence",1002,0,1471,61.05,61.18,99.78,163.44,2.98,1000.2,1e-26,310067,Bacteria,unk_k,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unk_g,uncultured Anaerolineaceae bacterium
"77133|KU324297.1 Uncultured bacterium clone HYIII45_Bac16s_AQDS10_A04 16S ribosomal RNA gene, partial sequence",1438,0,1551,82.14,82.21,99.92,121.65,4.61,1436.1,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1126672|KU324304.1 Uncultured Acidiferrobacter sp. clone HYIII45_Bac16s_AQDS10_B06 16S ribosomal RNA gene, partial sequence",7828,0,1500,89.6,89.73,99.85,111.44,20.78,7826.16,1e-26,1126672,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,uncultured Acidiferrobacter sp.
"291845|LT173486.1 Uncultured Sulfurimonas sp. partial 16S rRNA gene, clone 1611_38_852",272,0,310,93.23,93.55,99.66,106.9,3.99,271.62,1e-26,291845,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,uncultured Sulfurimonas sp.
"77133|KU688481.1 Uncultured bacterium clone OTU_327 16S ribosomal RNA gene, partial sequence",226,0,449,84.19,86.64,97.17,115.42,2.67,225.45,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"291845|KU690978.1 Uncultured Sulfurimonas sp. clone OTU_3114 16S ribosomal RNA gene, partial sequence",580,0,463,96.76,97.84,98.9,102.21,6.06,579.43,1e-26,291845,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,uncultured Sulfurimonas sp.
"77133|KU691531.1 Uncultured bacterium clone OTU_3798 16S ribosomal RNA gene, partial sequence",268,0,449,98.44,100.0,98.44,100.0,3.15,267.45,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"239744|KU691679.1 Uncultured Bdellovibrio sp. clone OTU_3996 16S ribosomal RNA gene, partial sequence",332,0,462,64.5,64.94,99.33,154.0,3.25,331.43,1e-26,239744,Bacteria,unk_k,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured Bdellovibrio sp.
"316100|KU691746.1 Uncultured Coxiellaceae bacterium clone OTU_4095 16S ribosomal RNA gene, partial sequence",272,0,485,60.41,61.86,97.67,161.67,2.47,271.41,1e-26,118968,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unk_g,
"261514|KU691886.1 Uncultured Saprospiraceae bacterium clone OTU_4280 16S ribosomal RNA gene, partial sequence",260,0,485,60.62,61.86,98.0,161.67,3.09,259.41,1e-26,89374,Bacteria,unk_k,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,unk_g,
"115547|KP090996.1 Uncultured archaeon clone ARC_OTU_21 16S ribosomal RNA gene, partial sequence",444,0,650,75.23,75.23,100.0,132.92,2.71,443.2,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
