Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"358574|KR812808.1 Uncultured microorganism clone CH4-cDNA-aprA-82 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",848,1,389,88.17,92.8,95.01,107.76,17.74,844.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR812820.1 Uncultured microorganism clone CH4-cDNA-aprA-9 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",1206,1,389,95.63,99.23,96.37,100.78,19.88,1202.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812827.1 Uncultured microorganism clone CH4-cDNA-aprA-mG2 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",200,1,389,35.22,35.22,100.0,283.94,2.4,196.54,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812835.1 Uncultured microorganism clone Ar-cDNA-aprA-16 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",390,1,386,55.96,56.74,98.63,176.26,6.24,386.56,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812860.1 Uncultured microorganism clone Ar-cDNA-aprA-42 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",678,1,389,93.57,94.34,99.18,105.99,7.64,674.53,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812876.1 Uncultured microorganism clone Ar-cDNA-aprA-5 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",710,1,389,98.2,100.0,98.2,100.0,9.9,706.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812883.1 Uncultured microorganism clone Ar-cDNA-aprA-66 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",2192,1,389,97.17,100.0,97.17,100.0,32.83,2188.52,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812886.1 Uncultured microorganism clone Ar-cDNA-aprA-6 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",238,1,389,49.36,52.44,94.12,190.69,3.67,234.54,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KR812900.1 Uncultured microorganism clone Ar-cDNA-aprA-86 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",456,1,389,80.98,82.26,98.44,121.56,6.55,452.53,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812914.1 Uncultured microorganism clone Ar-cDNA-aprA-mF5 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",510,1,389,86.12,88.69,97.1,112.75,7.22,506.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812929.1 Uncultured microorganism clone CH4_DNA_aprA_21 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",30524,1,389,99.23,100.0,99.23,100.0,333.63,30520.52,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812953.1 Uncultured microorganism clone CH4_DNA_aprA_47 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",554,1,389,97.69,100.0,97.69,100.0,7.81,550.53,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812962.1 Uncultured microorganism clone CH4_DNA_aprA_56 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",2198,1,386,98.7,100.0,98.7,100.0,25.81,2194.55,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KR812991.1 Uncultured microorganism clone CH4_DNA_aprA_83 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",272,1,383,76.76,78.33,98.0,127.67,3.13,268.59,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"100272|KT813032.1 Uncultured eukaryote clone 53c_10057 18S ribosomal RNA gene, partial sequence",320,1,425,67.53,69.18,97.62,144.56,4.24,316.22,1e-26,2759,Eukaryota,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"252450|KT459175.1 Amorpha canescens voucher Jones_1024 18S ribosomal RNA gene, partial sequence",4636,5,1807,46.15,46.15,100.0,216.67,12.11,4619.85,1e-26,252450,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha,Amorpha canescens
"265882|KP001728.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsA-704S-6-26 cytochrome c-type biogenesis protein (ccsA) gene, partial cds",264,0,314,80.89,84.39,95.85,118.49,5.74,261.2,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP001943.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsB-425S-2-03 cytochrome c-type biogenesis protein (ccsB) gene, partial cds",224,1,420,43.1,43.33,99.45,230.77,3.03,220.27,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002410.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-02 hydrazine synthase beta subunit (hzsB) gene, partial cds",176,1,347,59.94,61.67,97.2,162.15,2.46,172.92,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP002422.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-14 hydrazine synthase beta subunit (hzsB) gene, partial cds",208,1,389,42.16,42.67,98.8,234.34,2.74,204.54,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002443.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-35 hydrazine synthase beta subunit (hzsB) gene, partial cds",444,1,389,57.33,57.33,100.0,174.44,4.63,440.53,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002505.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-702S-19-17 hydrazine synthase beta subunit (hzsB) gene, partial cds",298,1,386,90.93,93.52,97.23,106.93,4.26,294.56,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"198431|KT630189.1 Uncultured prokaryote clone Megamat358 16S ribosomal RNA gene, partial sequence",378,1,513,56.73,57.31,98.98,174.49,4.09,373.43,1e-26,198431,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured prokaryote
"1869250|KU324185.1 Uncultured ANME-2 euryarchaeote clone VJO_AQDS01_Arc_A05 16S ribosomal RNA gene, partial sequence",39812,4,1443,88.57,88.91,99.61,112.47,132.59,39799.09,1e-26,1869250,Archaea,unk_k,Euryarchaeota,Methanomicrobia,Methanosarcinales,unk_f,unk_g,uncultured ANME-2 cluster archaeon
"1869250|KU324244.1 Uncultured ANME-2 euryarchaeote clone NEA_Arc_A04 16S ribosomal RNA gene, partial sequenceKU324249.1 Uncultured ANME-2 euryarchaeote clone VJO_AQDS10_Arc_B02 16S ribosomal RNA gene, partial sequence",1030,4,1440,41.18,41.18,100.0,242.83,3.51,1017.18,1e-26,1869250,Archaea,unk_k,Euryarchaeota,Methanomicrobia,Methanosarcinales,unk_f,unk_g,uncultured ANME-2 cluster archaeon
"310067|KU324268.1 Uncultured Anaerolineaceae bacterium clone HYIII51_Bac16s_AQDS01_01_A10 16S ribosomal RNA gene, partial sequence",1926,4,1471,64.31,64.45,99.79,155.17,5.84,1912.87,1e-26,310067,Bacteria,unk_k,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unk_g,uncultured Anaerolineaceae bacterium
"218296|KU324274.1 Uncultured Desulfobacteraceae bacterium clone HYIII51_Bac16s_AQDS01_01_C02 16S ribosomal RNA gene, partial sequence",2052,4,1524,45.67,45.67,100.0,218.97,5.71,2038.4,1e-26,218296,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unk_g,uncultured Desulfobacteraceae bacterium
"174390|KU324281.1 Uncultured Spirochaeta sp. clone HYIII45_Bac16s_AQDS02_D02 16S ribosomal RNA gene, partial sequenceKU324282.1 Uncultured Spirochaeta sp. clone HYIII45_Bac16s_AQDS02_E02 16S ribosomal RNA gene, partial sequenceKU324284.1 Uncultured Spirochaeta sp. clone HYIII45_Bac16s_AQDS02_F04 16S ribosomal RNA gene, partial sequence",1812,4,1503,71.59,72.32,98.99,138.27,5.97,1798.59,1e-26,174390,Bacteria,unk_k,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,uncultured Spirochaeta sp.
"77133|KU324286.1 Uncultured bacterium clone HYIII45_Bac16s_AQDS02_G02 16S ribosomal RNA gene, partial sequenceKU324288.1 Uncultured bacterium clone HYIII45_Bac16s_AQDS02_G04 16S ribosomal RNA gene, partial sequence",2038,4,1551,23.47,23.47,100.0,426.1,6.21,2024.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU324297.1 Uncultured bacterium clone HYIII45_Bac16s_AQDS10_A04 16S ribosomal RNA gene, partial sequence",9312,4,1551,97.03,97.23,99.8,102.85,32.97,9298.13,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"498747|KU324305.1 Uncultured Dehalococcoidia bacterium clone HYIII45_Bac16s_AQDS10_B07 16S ribosomal RNA gene, partial sequence",826,4,1474,40.5,40.71,99.5,245.67,2.44,812.9,1e-26,498747,Bacteria,unk_k,Chloroflexi,Dehalococcoidia,unk_o,unk_f,unk_g,uncultured Dehalococcoidia bacterium
"218296|KU324343.1 Uncultured Desulfobacteraceae bacterium clone HYIII170_Bac16s_AQDS01_H06 16S ribosomal RNA gene, partial sequence",792,4,1524,30.38,30.45,99.78,328.45,2.19,778.46,1e-26,218296,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unk_g,uncultured Desulfobacteraceae bacterium
"115547|KU324370.1 Uncultured archaeon clone VJO_AQDS02_mcrA_A05 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",4792,2,729,95.47,96.16,99.29,103.99,20.53,4785.48,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KU324373.1 Uncultured archaeon clone VJO_AQDS02_mcrA_A08 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",1212,2,729,51.3,51.99,98.68,192.35,5.18,1205.49,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KU324374.1 Uncultured archaeon clone VJO_AQDS02_mcrA_A09 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",798,2,729,83.81,85.73,97.76,116.64,4.52,791.5,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|KU324375.1 Uncultured archaeon clone VJO_AQDS02_mcrA_A10 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",820,2,729,61.18,61.45,99.55,162.72,3.7,813.5,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KU324380.1 Uncultured archaeon clone VJO_AQDS02_mcrA_B04 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",416,2,729,40.74,40.88,99.66,244.63,1.64,409.52,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KU324389.1 Uncultured archaeon clone AQDS_mcrA_A01 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",1102,2,729,48.56,49.66,97.79,201.38,5.35,1095.49,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|KU324390.1 Uncultured archaeon clone VJO_AQDS03_mcrA_A02 methyl-coenzyme M reductase alpha subunit mRNA, partial cdsKU324392.1 Uncultured archaeon clone VJO_AQDS03_mcrA_A06 methyl-coenzyme M reductase alpha subunit mRNA, partial cdsKU324409.1 Uncultured archaeon clone VJO_AQDS03_mcrA_D03 methyl-coenzyme M reductase alpha subunit mRNA, partial cds",630,2,729,41.15,41.15,100.0,243.0,3.29,623.5,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"77133|KT899722.1 Uncultured bacterium clone Elba20_Bac_D5 16S ribosomal RNA gene, partial sequence",1610,4,1522,40.41,40.41,100.0,247.48,4.87,1596.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"562|LC056684.1 Escherichia coli plasmid pV431-b DNA, contig: V431-b_scaffold_35, strain: V431",560,2,817,36.72,36.72,100.0,272.33,2.57,552.73,1e-26,562,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
"77133|KP091106.1 Uncultured bacterium clone BAC_OTU_13 16S ribosomal RNA gene, partial sequence",17958,4,1471,86.61,87.02,99.53,114.92,61.42,17944.84,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091161.1 Uncultured bacterium clone BAC_OTU_183 16S ribosomal RNA gene, partial sequence",4972,4,1520,97.37,97.5,99.87,102.56,17.09,4958.41,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091187.1 Uncultured bacterium clone BAC_OTU_34 16S ribosomal RNA gene, partial sequence",3506,4,1525,89.18,89.38,99.78,111.89,9.25,3492.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091201.1 Uncultured bacterium clone BAC_OTU_48 16S ribosomal RNA gene, partial sequence",772,4,1500,33.6,34.33,97.86,291.26,2.78,758.68,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP091238.1 Uncultured bacterium clone BAC_OTU_83 16S ribosomal RNA gene, partial sequence",666,2,861,77.93,78.28,99.55,127.74,3.83,658.33,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"213663|LC071090.1 Uncultured Deferribacteres bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl407",372,1,376,64.89,65.43,99.19,152.85,4.55,368.65,1e-26,213663,Bacteria,unk_k,Deferribacteres,Deferribacteres,unk_o,unk_f,unk_g,uncultured Deferribacteres bacterium
"452435|LC070824.1 Uncultured Anaerolineae bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl141",280,1,377,59.68,59.68,100.0,167.56,4.18,276.64,1e-26,452435,Bacteria,unk_k,Chloroflexi,Anaerolineae,unk_o,unk_f,unk_g,uncultured Anaerolineae bacterium
"260469|LC071273.1 Uncultured Halobacteria archaeon gene for 16S ribosomal RNA, partial sequence, clone: gl590",204,1,381,71.92,76.12,94.48,131.38,4.56,200.61,1e-26,183963,Archaea,unk_k,Euryarchaeota,Halobacteria,unk_o,unk_f,,
"115547|KP204610.1 Uncultured archaeon clone 029_39_3_OB_S_0to5 16S ribosomal RNA gene, partial sequence",3036,4,1396,74.43,74.5,99.9,134.23,9.87,3023.53,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204707.1 Uncultured archaeon clone 043_4650_24_0to1 16S ribosomal RNA gene, partial sequence",2066,4,1397,62.56,62.56,100.0,159.84,7.73,2053.53,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204810.1 Uncultured archaeon clone BR39_4_069ss 16S ribosomal RNA gene, partial sequence",1148,3,1321,48.6,48.6,100.0,205.76,4.05,1136.23,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204813.1 Uncultured archaeon clone 051_4650_24_16to19 16S ribosomal RNA gene, partial sequence",1940,4,1397,59.13,59.13,100.0,169.13,5.7,1927.53,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"358574|KT280510.1 Uncultured microorganism clone 5133BCaprE1p1C10 adenylylsulfate reductase alpha subunit (aprA) gene, partial cds",8678,1,397,97.98,99.5,98.48,100.51,101.27,8674.45,1e-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
"358574|KT280515.1 Uncultured microorganism clone 5133BCaprE1p1E10 adenylylsulfate reductase alpha subunit (aprA) gene, partial cds",1794,1,392,94.39,99.23,95.12,100.77,25.49,1790.49,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KT280518.1 Uncultured microorganism clone 5133BCdsrE1p2E07 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",15658,2,764,96.99,99.61,97.37,100.39,101.02,15651.16,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KT280520.1 Uncultured microorganism clone 5133BCdsrE1p2H07 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",5612,2,764,59.16,60.21,98.26,166.09,37.44,5605.16,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KT280525.1 Uncultured microorganism clone 5133BCdsrE1p2C09 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",2830,2,764,53.14,55.24,96.21,181.04,17.27,2823.17,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"358574|KT280526.1 Uncultured microorganism clone 5133BCdsrE1p2F08 dissimilatory sulfite reductase alpha subunit (dsrA) gene, partial cds",684,2,764,51.83,55.5,93.4,180.19,6.67,677.19,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KT280692.1 Uncultured bacterium clone 5133BC_bac_p1H05 16S ribosomal RNA gene, partial sequence",510,2,956,41.42,41.74,99.25,239.6,2.51,501.51,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280738.1 Uncultured bacterium clone p1-5133BC-eel932-E-bacH6 16S ribosomal RNA gene, partial sequence",1878,2,974,75.05,75.77,99.05,131.98,8.62,1869.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280800.1 Uncultured bacterium clone 5133BC-anme2c-F-bacE6 16S ribosomal RNA gene, partial sequence",678,2,916,39.96,40.39,98.92,247.57,3.44,669.84,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280814.1 Uncultured bacterium clone 5133BC-anme2c-F-bacA1 16S ribosomal RNA gene, partial sequence",552,2,860,33.37,33.37,100.0,299.65,3.0,544.35,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280821.1 Uncultured bacterium clone 5133Bulk-F-bacD10 16S ribosomal RNA gene, partial sequence",686,2,907,39.36,39.58,99.44,252.65,2.98,677.92,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280841.1 Uncultured bacterium clone 5133Bulk-F-bacC8 16S ribosomal RNA gene, partial sequence",3424,2,875,81.26,81.49,99.72,122.72,19.19,3416.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU327769.1 Uncultured bacterium clone OTU_8160 16S ribosomal RNA gene, partial sequence",132,0,254,97.24,98.03,99.2,102.01,2.94,129.74,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU543842.1 Uncultured bacterium clone PITZ_060401_Contig_3 genomic sequence,520,1,578,50.52,51.9,97.33,192.67,5.19,514.85,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
77133|KU547613.1 Uncultured bacterium clone CL_08H_000_Contig_2 genomic sequence,2080,7,2532,56.4,56.48,99.86,177.06,4.35,2057.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU548088.1 Uncultured bacterium clone PI_12F_Contig_34 genomic sequence,1228,1,398,95.48,96.23,99.22,103.92,14.84,1224.44,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU548097.1 Uncultured bacterium clone PI_12F_Contig_42 genomic sequence,280,0,325,80.0,80.0,100.0,125.0,4.62,277.1,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU548790.1 Uncultured bacterium clone PE_040101_Contig_1 genomic sequence,432,2,676,28.7,29.73,96.52,336.32,2.68,425.99,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU561075.1 Uncultured bacterium clone Baffin_Bay_dsr_clone_BB048_dsrA dissimilatory sulfite reductase subunit A gene, partial cds",1930,2,921,75.57,76.76,98.44,130.27,9.44,1921.77,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU561088.1 Uncultured bacterium clone Baffin_Bay_dsr_clone_BB022_dsrB dissimilatory sulfite reductase subunit B gene, complete cds",810,3,1062,48.02,49.15,97.7,203.45,4.57,800.54,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU652016.1 Uncultured bacterium clone OTU_3610 16S ribosomal RNA gene, partial sequence",568,1,480,73.12,73.54,99.43,135.98,4.96,563.72,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|KU869294.1 Uncultured archaeon clone WOR_bin_SMTZ_76-12 ribosomal protein S8 gene, partial cds",216,1,372,72.31,73.66,98.18,135.77,4.42,212.69,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"115547|KU869513.1 Uncultured archaeon clone WOR_bin_SMTZ_76-10 ribosomal protein S19 gene, partial cds",256,0,243,86.83,88.89,97.69,112.5,7.31,253.83,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"130453|XM_016111184.1 PREDICTED: Arachis duranensis uncharacterized LOC107490405 (LOC107490405), mRNA",708,3,1254,23.92,23.92,100.0,418.0,2.14,696.85,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|XM_016093672.1 PREDICTED: Arachis duranensis uncharacterized LOC107474088 (LOC107474088), mRNA",416,1,540,54.44,55.56,98.0,180.0,3.33,411.19,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|XM_016094008.1 PREDICTED: Arachis duranensis proteoglycan 4-like (LOC107474388), mRNA",470,1,552,52.17,52.17,100.0,191.67,2.61,465.08,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|XM_016104959.1 PREDICTED: Arachis duranensis uncharacterized LOC107484361 (LOC107484361), mRNA",832,1,642,77.57,77.88,99.6,128.4,5.61,826.27,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|XM_016105160.1 PREDICTED: Arachis duranensis uncharacterized LOC107484613 (LOC107484613), mRNA",530,2,975,30.26,30.77,98.33,325.0,2.15,521.34,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|XM_016114579.1 PREDICTED: Arachis duranensis uncharacterized LOC107493484 (LOC107493484), mRNA",306,1,492,59.15,60.98,97.0,164.0,4.22,301.62,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|XM_016115861.1 PREDICTED: Arachis duranensis uncharacterized mitochondrial protein AtMg00810-like (LOC107494827), mRNA",1012,2,885,47.68,49.49,96.35,202.05,6.1,1004.11,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|XM_016118083.1 PREDICTED: Arachis duranensis uncharacterized LOC107496758 (LOC107496758), mRNA",1114,4,1374,21.47,21.83,98.33,458.0,3.71,1101.76,1e-26,3817,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,
"130453|XM_016076959.1 PREDICTED: Arachis duranensis uncharacterized LOC107458756 (LOC107458756), mRNA",248,1,483,62.11,62.11,100.0,161.0,2.48,243.71,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|XM_016079040.1 PREDICTED: Arachis duranensis putative protein FAR1-RELATED SEQUENCE 10 (LOC107460651), mRNA",688,2,741,40.22,40.49,99.33,247.0,4.45,681.4,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|XM_016079579.1 PREDICTED: Arachis duranensis uncharacterized LOC107461114 (LOC107461114), mRNA",914,3,1233,20.92,20.92,100.0,477.91,3.14,903.02,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"130453|XM_016084425.1 PREDICTED: Arachis duranensis uncharacterized LOC107465445 (LOC107465445), mRNA",354,1,648,32.87,35.19,93.42,284.21,1.62,348.24,1e-26,3803,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,,
"130453|XM_016084943.1 PREDICTED: Arachis duranensis uncharacterized LOC107465957 (LOC107465957), mRNA",406,1,576,43.06,43.23,99.6,231.33,3.6,400.87,1e-26,130453,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis
"77133|KU631058.1 Uncultured bacterium clone denovo33283 16S ribosomal RNA gene, partial sequence",320,1,509,54.22,58.94,92.0,169.67,4.13,315.47,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|LC139615.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SdTk14_57",670,2,875,34.29,34.29,100.0,291.67,5.37,662.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC138980.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: MnRy12_92",560,2,894,23.49,23.49,100.0,425.71,2.35,552.05,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
