Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"91357|AF118019.1 Pseudoalteromonas sp. RE10F/5 16S ribosomal RNA gene, partial sequence",1244,7,1497,47.76,47.83,99.86,209.08,3.76,1220.81,1e-26,91357,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. RE10F/5
"991135|KU683704.1 Uncultured candidate division NC10 bacterium clone LS2-28 16S ribosomal RNA gene, partial sequence",1034,2,410,88.78,88.78,100.0,112.64,10.76,1027.61,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683705.1 Uncultured candidate division NC10 bacterium clone LS2-29 16S ribosomal RNA gene, partial sequence",856,2,410,100.0,100.0,100.0,100.0,8.88,849.62,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683706.1 Uncultured candidate division NC10 bacterium clone LS2-30 16S ribosomal RNA gene, partial sequence",874,2,410,99.51,99.76,99.76,100.24,8.75,867.62,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683707.1 Uncultured candidate division NC10 bacterium clone LS2-31 16S ribosomal RNA gene, partial sequence",1042,2,410,71.95,71.95,100.0,138.98,11.26,1035.61,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683708.1 Uncultured candidate division NC10 bacterium clone LS2-32 16S ribosomal RNA gene, partial sequence",1212,2,410,71.46,71.46,100.0,139.93,12.66,1205.61,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683710.1 Uncultured candidate division NC10 bacterium clone LS2-34 16S ribosomal RNA gene, partial sequence",334,2,410,69.76,70.24,99.31,142.36,3.51,327.65,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683711.1 Uncultured candidate division NC10 bacterium clone LS2-35 16S ribosomal RNA gene, partial sequence",21398,2,410,97.8,97.8,100.0,102.24,218.38,21391.6,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683713.1 Uncultured candidate division NC10 bacterium clone LS2-37 16S ribosomal RNA gene, partial sequence",1634,2,410,87.32,88.29,98.9,113.26,16.3,1627.61,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683714.1 Uncultured candidate division NC10 bacterium clone LS2-38 16S ribosomal RNA gene, partial sequence",6690,2,410,99.76,100.0,99.76,100.0,69.18,6683.6,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683715.1 Uncultured candidate division NC10 bacterium clone LS2-39 16S ribosomal RNA gene, partial sequence",15366,2,410,99.51,100.0,99.51,100.0,157.83,15359.6,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683721.1 Uncultured candidate division NC10 bacterium clone PS1-26 16S ribosomal RNA gene, partial sequence",9028,2,410,98.29,99.27,99.02,100.74,97.34,9021.6,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683725.1 Uncultured candidate division NC10 bacterium clone PS1-30 16S ribosomal RNA gene, partial sequence",894,2,410,71.71,72.2,99.32,138.51,8.47,887.62,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683727.1 Uncultured candidate division NC10 bacterium clone PS1-32 16S ribosomal RNA gene, partial sequence",1032,2,408,98.53,100.0,98.53,100.0,12.68,1025.64,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683729.1 Uncultured candidate division NC10 bacterium clone PS1-34 16S ribosomal RNA gene, partial sequence",1752,2,410,99.76,100.0,99.76,100.0,18.4,1745.61,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683730.1 Uncultured candidate division NC10 bacterium clone PS1-35 16S ribosomal RNA gene, partial sequence",712,2,410,80.73,80.98,99.7,123.49,7.05,705.62,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683731.1 Uncultured candidate division NC10 bacterium clone PS1-36 16S ribosomal RNA gene, partial sequenceKU683735.1 Uncultured candidate division NC10 bacterium clone PS1-40 16S ribosomal RNA gene, partial sequence",2738,2,410,85.12,85.61,99.43,116.81,27.5,2731.6,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683732.1 Uncultured candidate division NC10 bacterium clone PS1-37 16S ribosomal RNA gene, partial sequence",7330,2,410,86.59,86.59,100.0,115.49,73.06,7323.6,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683734.1 Uncultured candidate division NC10 bacterium clone PS1-39 16S ribosomal RNA gene, partial sequence",236,2,410,71.71,72.68,98.66,137.58,2.85,229.67,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"38313|KU140670.1 Shewanella algae nitrite reductase gene, complete cds",1720,7,1437,89.35,92.07,97.05,108.62,6.05,1697.69,1e-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"991135|KU213383.1 Uncultured candidate division NC10 bacterium clone A1-9 16S ribosomal RNA gene, partial sequence",1542,2,460,67.17,68.04,98.72,146.96,15.17,1534.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213402.1 Uncultured candidate division NC10 bacterium clone A1-29 16S ribosomal RNA gene, partial sequence",530,2,460,83.7,86.74,96.49,115.29,5.15,522.86,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU213410.1 Uncultured candidate division NC10 bacterium clone A1-37 16S ribosomal RNA gene, partial sequence",2260,2,460,66.09,66.96,98.7,149.35,21.47,2252.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213425.1 Uncultured candidate division NC10 bacterium clone A2-2 16S ribosomal RNA gene, partial sequence",1180,2,460,80.65,81.52,98.93,122.67,11.55,1172.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213439.1 Uncultured candidate division NC10 bacterium clone A2-17 16S ribosomal RNA gene, partial sequence",910,2,460,99.78,100.0,99.78,100.0,8.98,902.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213445.1 Uncultured candidate division NC10 bacterium clone A2-24 16S ribosomal RNA gene, partial sequence",408,2,460,68.48,69.35,98.75,144.2,3.83,400.87,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213464.1 Uncultured candidate division NC10 bacterium clone A2-43 16S ribosomal RNA gene, partial sequence",530,2,460,89.57,90.65,98.8,110.31,5.11,522.86,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213470.1 Uncultured candidate division NC10 bacterium clone A2-49 16S ribosomal RNA gene, partial sequence",1898,2,460,79.57,81.09,98.12,123.32,18.65,1890.83,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU213479.1 Uncultured candidate division NC10 bacterium clone A3-8 16S ribosomal RNA gene, partial sequence",302,2,460,70.65,74.35,95.03,134.5,3.18,294.89,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KU213480.1 Uncultured candidate division NC10 bacterium clone A3-9 16S ribosomal RNA gene, partial sequence",1270,2,460,66.96,69.57,96.25,143.75,11.4,1262.83,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KU213483.1 Uncultured candidate division NC10 bacterium clone A3-12 16S ribosomal RNA gene, partial sequence",2476,2,460,89.78,90.87,98.8,110.05,22.87,2468.82,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213484.1 Uncultured candidate division NC10 bacterium clone A3-13 16S ribosomal RNA gene, partial sequence",1716,2,460,82.83,83.48,99.22,119.79,16.44,1708.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213508.1 Uncultured candidate division NC10 bacterium clone A3-37 16S ribosomal RNA gene, partial sequence",1520,2,460,70.22,73.48,95.56,136.09,14.59,1512.83,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KU213517.1 Uncultured candidate division NC10 bacterium clone A3-46 16S ribosomal RNA gene, partial sequence",1758,2,460,90.87,91.52,99.29,109.26,17.14,1750.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213518.1 Uncultured candidate division NC10 bacterium clone A3-48 16S ribosomal RNA gene, partial sequence",2472,2,460,67.83,69.13,98.11,144.65,24.38,2464.82,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU213522.1 Uncultured candidate division NC10 bacterium clone A4-2 16S ribosomal RNA gene, partial sequence",1462,2,460,89.13,89.78,99.27,111.38,13.25,1454.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU213565.1 Uncultured candidate division NC10 bacterium clone A4-46 16S ribosomal RNA gene, partial sequence",278,2,460,66.09,66.52,99.35,150.33,2.57,270.9,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"676241|LC145652.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB19",572,4,947,83.42,89.76,92.94,111.41,4.46,557.38,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145659.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB25",2846,5,1023,66.96,71.85,93.2,139.18,13.55,2830.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145661.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB27",3314,4,864,79.17,82.41,96.07,121.35,17.98,3300.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145680.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB44",2012,5,1051,27.88,29.97,93.02,333.65,2.28,1995.64,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"991135|KU238927.1 Uncultured candidate division NC10 bacterium clone A5-5 16S ribosomal RNA gene, partial sequence",392,2,460,70.0,70.22,99.69,142.41,3.85,384.87,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU238934.1 Uncultured candidate division NC10 bacterium clone A5-12 16S ribosomal RNA gene, partial sequence",1102,2,460,73.26,74.78,97.97,133.72,10.16,1094.84,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU238951.1 Uncultured candidate division NC10 bacterium clone A5-30 16S ribosomal RNA gene, partial sequence",480,2,460,63.48,64.35,98.65,155.41,4.33,472.86,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU238968.1 Uncultured candidate division NC10 bacterium clone A5-47 16S ribosomal RNA gene, partial sequence",524,2,460,89.35,90.22,99.04,110.84,5.1,516.86,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU238972.1 Uncultured candidate division NC10 bacterium clone A6-1 16S ribosomal RNA gene, partial sequence",280,2,460,89.35,91.74,97.39,109.0,2.59,272.9,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU238973.1 Uncultured candidate division NC10 bacterium clone A6-2 16S ribosomal RNA gene, partial sequence",654,2,460,63.26,64.13,98.64,155.93,6.31,646.85,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU238984.1 Uncultured candidate division NC10 bacterium clone A6-18 16S ribosomal RNA gene, partial sequence",1008,2,460,88.7,90.22,98.31,110.84,8.88,1000.84,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU238990.1 Uncultured candidate division NC10 bacterium clone A6-25 16S ribosomal RNA gene, partial sequence",1036,2,460,85.87,87.17,98.5,114.71,9.07,1028.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU239000.1 Uncultured candidate division NC10 bacterium clone A6-35 16S ribosomal RNA gene, partial sequence",458,2,460,64.78,65.65,98.68,152.32,4.35,450.87,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU239007.1 Uncultured candidate division NC10 bacterium clone A6-42 16S ribosomal RNA gene, partial sequence",268,2,460,87.61,89.78,97.58,111.38,3.15,260.9,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU239018.1 Uncultured candidate division NC10 bacterium clone A7-9 16S ribosomal RNA gene, partial sequence",318,2,460,75.87,76.09,99.71,131.43,3.2,310.89,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU239022.1 Uncultured candidate division NC10 bacterium clone A7-13 16S ribosomal RNA gene, partial sequence",1204,2,460,78.04,79.13,98.63,126.37,11.32,1196.83,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU239036.1 Uncultured candidate division NC10 bacterium clone A7-28 16S ribosomal RNA gene, partial sequence",1162,2,460,66.09,66.96,98.7,149.35,11.42,1154.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU239043.1 Uncultured candidate division NC10 bacterium clone A7-35 16S ribosomal RNA gene, partial sequence",1788,2,460,67.39,68.91,97.79,145.11,15.8,1780.83,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"77133|KX097357.1 Uncultured bacterium clone T1-1_7 16S ribosomal RNA gene, partial sequence",844,7,1471,52.07,52.28,99.61,191.29,2.3,821.3,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097399.1 Uncultured bacterium clone T1-1_54 16S ribosomal RNA gene, partial sequence",1430,7,1536,37.89,38.09,99.49,262.56,4.47,1406.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097408.1 Uncultured bacterium clone T1-1_64 16S ribosomal RNA gene, partial sequence",4228,7,1533,95.69,95.83,99.86,104.36,12.64,4204.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097429.1 Uncultured bacterium clone T1-1_86 16S ribosomal RNA gene, partial sequence",1272,8,1548,74.55,75.13,99.23,133.1,3.85,1248.02,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097457.1 Uncultured bacterium clone T3-1_10 16S ribosomal RNA gene, partial sequence",2578,8,1542,54.02,55.06,98.12,181.63,8.28,2554.02,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KX097607.1 Uncultured bacterium clone T4-1_77 16S ribosomal RNA gene, partial sequence",1294,8,1552,77.51,78.35,98.93,127.63,4.24,1269.96,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097636.1 Uncultured bacterium clone T3-1_112 16S ribosomal RNA gene, partial sequence",888,7,1530,59.28,59.41,99.78,168.32,2.74,864.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097658.1 Uncultured bacterium clone T3-1_134 16S ribosomal RNA gene, partial sequence",3366,7,1528,97.97,98.82,99.14,101.19,10.76,3342.21,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097701.1 Uncultured bacterium clone T3-1_180 16S ribosomal RNA gene, partial sequence",5644,8,1547,97.67,97.87,99.8,102.18,20.99,5619.88,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097782.1 Uncultured bacterium clone T3-1_267 16S ribosomal RNA gene, partial sequence",1324,7,1521,93.62,93.75,99.86,106.66,3.94,1300.43,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"991135|KX237760.1 Uncultured candidate division NC10 bacterium clone S1-n21 16S ribosomal RNA gene, partial sequence",590,2,460,59.35,65.0,91.3,153.85,8.35,582.85,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KX237768.1 Uncultured candidate division NC10 bacterium clone S2-n55 16S ribosomal RNA gene, partial sequence",1080,2,459,64.92,65.8,98.68,151.99,10.17,1072.85,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX237770.1 Uncultured candidate division NC10 bacterium clone S2-n8 16S ribosomal RNA gene, partial sequence",960,2,458,97.6,100.22,97.39,99.78,9.64,952.87,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"77133|KU825607.1 Uncultured bacterium clone GS1A_1468 16S ribosomal RNA gene, partial sequence",244,2,472,83.47,84.96,98.25,117.71,2.94,236.73,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU827334.1 Uncultured bacterium clone GS1A_5827 16S ribosomal RNA gene, partial sequence",272,2,485,89.07,89.28,99.77,112.01,2.47,264.52,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"34034|KU351195.1 Uncultured delta proteobacterium clone SCSjl2634 16S ribosomal RNA gene, partial sequence",11966,4,922,74.84,75.92,98.57,131.71,60.13,11951.61,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"34034|KU351197.1 Uncultured delta proteobacterium clone SCSjl7920 16S ribosomal RNA gene, partial sequence",50806,4,929,93.11,93.22,99.88,107.27,257.51,50791.49,1e-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"115547|KU351204.1 Uncultured archaeon clone SCSjl1108 16S ribosomal RNA gene, partial sequence",5682,4,922,72.45,72.56,99.85,137.82,27.85,5667.62,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KU351216.1 Uncultured archaeon clone SCSjl2238 16S ribosomal RNA gene, partial sequence",3366,4,880,95.45,95.68,99.76,104.51,16.34,3352.28,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KU351230.1 Uncultured archaeon clone SCSjl1178 16S ribosomal RNA gene, partial sequence",516,4,884,36.88,36.88,100.0,271.17,2.71,502.36,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"991135|KX138657.1 Uncultured candidate division NC10 bacterium clone B1-1 16S ribosomal RNA gene, partial sequence",264,2,459,67.32,67.54,99.68,148.06,2.56,256.92,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138659.1 Uncultured candidate division NC10 bacterium clone B1-3 16S ribosomal RNA gene, partial sequence",460,2,459,63.18,63.83,98.98,156.66,4.38,452.88,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138678.1 Uncultured candidate division NC10 bacterium clone B1-27 16S ribosomal RNA gene, partial sequence",2160,2,459,81.92,82.57,99.21,121.11,19.03,2152.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138683.1 Uncultured candidate division NC10 bacterium clone B1-35 16S ribosomal RNA gene, partial sequence",1750,2,459,71.46,72.33,98.8,138.25,16.79,1742.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138685.1 Uncultured candidate division NC10 bacterium clone B1-38 16S ribosomal RNA gene, partial sequence",1412,2,459,97.6,100.0,97.6,100.0,13.54,1404.85,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138693.1 Uncultured candidate division NC10 bacterium clone B1-49 16S ribosomal RNA gene, partial sequence",608,2,459,76.25,79.08,96.42,126.45,5.7,600.87,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138697.1 Uncultured candidate division NC10 bacterium clone B2-2 16S ribosomal RNA gene, partial sequence",1614,2,459,95.21,100.0,95.21,100.0,15.82,1606.85,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KX138703.1 Uncultured candidate division NC10 bacterium clone B2-10 16S ribosomal RNA gene, partial sequence",1410,2,459,65.58,66.23,99.01,150.99,13.57,1402.85,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138704.1 Uncultured candidate division NC10 bacterium clone B2-11 16S ribosomal RNA gene, partial sequence",270,2,459,61.0,61.0,100.0,163.93,2.56,262.91,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138707.1 Uncultured candidate division NC10 bacterium clone B2-14 16S ribosomal RNA gene, partial sequence",948,2,459,64.27,65.36,98.33,153.0,9.49,940.85,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138709.1 Uncultured candidate division NC10 bacterium clone B2-16 16S ribosomal RNA gene, partial sequence",276,2,459,80.17,80.83,99.19,123.72,2.53,268.91,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138715.1 Uncultured candidate division NC10 bacterium clone B2-22 16S ribosomal RNA gene, partial sequence",2490,2,459,67.54,68.41,98.73,146.18,22.73,2482.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138758.1 Uncultured candidate division NC10 bacterium clone B3-27 16S ribosomal RNA gene, partial sequence",464,2,459,81.26,84.31,96.38,118.6,4.45,456.88,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138760.1 Uncultured candidate division NC10 bacterium clone B3-29 16S ribosomal RNA gene, partial sequence",1004,2,459,88.45,91.07,97.13,109.81,9.48,996.85,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138770.1 Uncultured candidate division NC10 bacterium clone B3-41 16S ribosomal RNA gene, partial sequence",638,2,459,89.11,90.63,98.32,110.34,6.42,630.87,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138772.1 Uncultured candidate division NC10 bacterium clone B3-43 16S ribosomal RNA gene, partial sequence",294,2,459,62.75,64.92,96.64,154.03,2.94,286.91,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138790.1 Uncultured candidate division NC10 bacterium clone B4-14 16S ribosomal RNA gene, partial sequence",506,2,459,64.92,66.45,97.7,150.49,5.07,498.88,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KX138793.1 Uncultured candidate division NC10 bacterium clone B4-17 16S ribosomal RNA gene, partial sequence",536,2,459,87.15,87.15,100.0,114.75,5.13,528.87,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138806.1 Uncultured candidate division NC10 bacterium clone B4-32 16S ribosomal RNA gene, partial sequence",512,2,459,62.75,63.62,98.63,157.19,4.52,504.88,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138815.1 Uncultured candidate division NC10 bacterium clone B4-42 16S ribosomal RNA gene, partial sequence",274,2,459,79.96,80.17,99.73,124.73,2.56,266.91,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138831.1 Uncultured candidate division NC10 bacterium clone B5-5 16S ribosomal RNA gene, partial sequence",2658,2,459,75.16,75.82,99.14,131.9,26.02,2650.84,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KX138832.1 Uncultured candidate division NC10 bacterium clone B5-6 16S ribosomal RNA gene, partial sequence",356,2,459,88.67,91.5,96.9,109.29,3.19,348.89,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
