Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"358574|KR812991.1 Uncultured microorganism clone CH4_DNA_aprA_83 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",2758,0,383,97.91,100.0,97.91,100.0,34.65,2757.81,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812996.1 Uncultured microorganism clone CH4_DNA_aprA_88 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",390,0,383,97.65,100.0,97.65,100.0,5.14,389.81,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812997.1 Uncultured microorganism clone CH4_DNA_aprA_8 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) gene, partial cds",476,0,383,95.82,100.0,95.82,100.0,9.97,475.81,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KP723731.1 Uncultured bacterium clone 17-02 nitrous oxide reductase (nosZ) gene, partial cds",430,0,674,98.22,100.0,98.22,100.0,4.65,429.67,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP723747.1 Uncultured bacterium clone 17-29 nitrous oxide reductase (nosZ) gene, partial cds",738,0,701,98.57,100.0,98.57,100.0,4.95,737.65,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP723773.1 Uncultured bacterium clone 83-20 nitrous oxide reductase (nosZ) gene, partial cds",366,0,701,92.58,94.72,97.74,105.57,2.93,365.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP723784.1 Uncultured bacterium clone 83-53 nitrous oxide reductase (nosZ) gene, partial cds",418,0,701,81.17,85.45,94.99,117.03,4.26,417.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"991135|KT923977.1 Uncultured candidate division NC10 bacterium clone CS2-1 16S ribosomal RNA gene, partial sequence",206,0,410,78.05,78.05,100.0,128.12,2.12,205.8,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"265882|KP002112.1 Uncultured anaerobic ammonium-oxidizing bacterium clone ccsB-702S-5-117 cytochrome c-type biogenesis protein (ccsB) gene, partial cds",388,0,420,99.29,100.0,99.29,100.0,5.51,387.79,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002413.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-05 hydrazine synthase beta subunit (hzsB) gene, partial cds",584,0,389,95.63,98.97,96.62,101.04,6.86,583.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP002414.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-06 hydrazine synthase beta subunit (hzsB) gene, partial cdsKP002442.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-34 hydrazine synthase beta subunit (hzsB) gene, partial cds",440,0,389,96.14,100.0,96.14,100.0,5.99,439.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002415.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-07 hydrazine synthase beta subunit (hzsB) gene, partial cds",1484,0,389,97.17,100.0,97.17,100.0,18.82,1483.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP002419.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-11 hydrazine synthase beta subunit (hzsB) gene, partial cds",884,0,389,96.14,100.0,96.14,100.0,11.47,883.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002420.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-12 hydrazine synthase beta subunit (hzsB) gene, partial cds",1818,0,389,96.66,100.0,96.66,100.0,22.85,1817.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP002434.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-425S-12-26 hydrazine synthase beta subunit (hzsB) gene, partial cds",342,0,389,98.71,100.0,98.71,100.0,3.95,341.81,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP002537.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-704S-20-06 hydrazine synthase beta subunit (hzsB) gene, partial cdsKP002555.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-704S-20-28 hydrazine synthase beta subunit (hzsB) gene, partial cds",546,0,389,95.12,100.0,95.12,100.0,7.47,545.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002588.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-706S-14-14 hydrazine synthase beta subunit (hzsB) gene, partial cds",246,0,389,92.8,96.66,96.01,103.46,2.84,245.81,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"265882|KP002828.1 Uncultured anaerobic ammonium-oxidizing bacterium clone hzsB-MP3-17bs-32 hydrazine synthase beta subunit (hzsB) gene, partial cds",308,0,371,97.84,99.19,98.64,100.82,3.86,307.82,1e-26,265882,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured anaerobic ammonium-oxidizing bacterium
"265882|KP003003.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 425S-204 hydrazine synthase gamma subunit (hzsC) gene, partial cds",380,0,326,86.5,88.65,97.58,112.8,5.62,379.84,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"265882|KP003011.1 Uncultured anaerobic ammonium-oxidizing bacterium clone 425S-211 hydrazine synthase gamma subunit (hzsC) gene, partial cds",1252,0,326,96.63,100.0,96.63,100.0,18.45,1251.84,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"310067|KU324268.1 Uncultured Anaerolineaceae bacterium clone HYIII51_Bac16s_AQDS01_01_A10 16S ribosomal RNA gene, partial sequence",6518,0,1471,94.02,94.22,99.78,106.13,20.88,6517.27,1e-26,310067,Bacteria,unk_k,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unk_g,uncultured Anaerolineaceae bacterium
"1126672|KU324304.1 Uncultured Acidiferrobacter sp. clone HYIII45_Bac16s_AQDS10_B06 16S ribosomal RNA gene, partial sequence",5404,0,1500,85.87,86.0,99.84,116.28,15.54,5403.26,1e-26,1126672,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,uncultured Acidiferrobacter sp.
"310067|KU324306.1 Uncultured Anaerolineaceae bacterium clone HYIII45_Bac16s_AQDS10_C05 16S ribosomal RNA gene, partial sequence",1594,0,1471,94.83,95.45,99.36,104.77,5.45,1593.27,1e-26,310067,Bacteria,unk_k,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unk_g,uncultured Anaerolineaceae bacterium
"589554|KT826595.1 Candidatus Thiosymbion oneisti clone E1385_C 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",2062,0,4017,24.72,26.16,94.48,382.21,3.89,2060.02,1e-26,1046,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,
"291845|KU690978.1 Uncultured Sulfurimonas sp. clone OTU_3114 16S ribosomal RNA gene, partial sequence",632,0,463,94.82,95.68,99.1,104.51,6.56,631.77,1e-26,291845,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,uncultured Sulfurimonas sp.
"77133|KP091091.1 Uncultured bacterium clone BAC_OTU_113 16S ribosomal RNA gene, partial sequence",776,0,1534,79.99,80.25,99.68,124.61,2.31,775.24,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091107.1 Uncultured bacterium clone BAC_OTU_130 16S ribosomal RNA gene, partial sequence",1190,0,1479,83.23,83.64,99.51,119.56,3.96,1189.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091131.1 Uncultured bacterium clone BAC_OTU_154 16S ribosomal RNA gene, partial sequence",910,0,1521,87.11,87.9,99.1,113.76,2.74,909.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091141.1 Uncultured bacterium clone BAC_OTU_164 16S ribosomal RNA gene, partial sequence",1244,0,1507,76.58,77.84,98.38,128.47,3.64,1243.26,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP091150.1 Uncultured bacterium clone BAC_OTU_173 16S ribosomal RNA gene, partial sequence",2226,0,1522,85.02,85.02,100.0,117.62,6.36,2225.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091154.1 Uncultured bacterium clone BAC_OTU_177 16S ribosomal RNA gene, partial sequence",2440,0,1485,92.32,92.39,99.93,108.24,7.0,2439.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091156.1 Uncultured bacterium clone BAC_OTU_179 16S ribosomal RNA gene, partial sequence",736,0,1181,86.54,86.54,100.0,115.56,3.28,735.42,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091159.1 Uncultured bacterium clone BAC_OTU_181 16S ribosomal RNA gene, partial sequence",3352,0,1459,99.31,100.0,99.31,100.0,11.72,3351.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091167.1 Uncultured bacterium clone BAC_OTU_189 16S ribosomal RNA gene, partial sequence",844,0,1432,57.61,57.89,99.52,172.74,2.35,843.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091187.1 Uncultured bacterium clone BAC_OTU_34 16S ribosomal RNA gene, partial sequence",16380,0,1525,99.61,99.61,100.0,100.39,47.77,16379.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091192.1 Uncultured bacterium clone BAC_OTU_39 16S ribosomal RNA gene, partial sequence",2418,0,1257,98.25,98.57,99.68,101.45,9.65,2417.38,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091203.1 Uncultured bacterium clone BAC_OTU_5 16S ribosomal RNA gene, partial sequence",942,0,1476,81.84,81.91,99.92,122.08,3.05,941.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091238.1 Uncultured bacterium clone BAC_OTU_83 16S ribosomal RNA gene, partial sequence",460,0,861,54.12,54.36,99.57,183.97,2.56,459.58,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091246.1 Uncultured bacterium clone BAC_OTU_92 16S ribosomal RNA gene, partial sequence",942,0,1505,89.17,89.63,99.48,111.56,2.91,941.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"170969|LC071072.1 Uncultured Nitrospirae bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl389",212,0,374,83.16,83.16,100.0,120.26,3.07,211.82,1e-26,170969,Bacteria,unk_k,Nitrospirae,unk_c,unk_o,unk_f,unk_g,uncultured Nitrospirae bacterium
"115547|KP204665.1 Uncultured archaeon clone 038_39_3_OB_S_0to5 16S ribosomal RNA gene, partial sequence",1036,0,1397,78.81,78.81,100.0,126.88,3.22,1035.31,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204708.1 Uncultured archaeon clone BR48_4_014_OB_N_0to5 16S ribosomal RNA gene, partial sequence",714,0,1397,94.63,94.7,99.92,105.59,2.36,713.31,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"358574|KT280505.1 Uncultured microorganism clone 5133BCaprE1p1F10 adenylylsulfate reductase alpha subunit (aprA) gene, partial cds",224,0,397,69.27,71.03,97.52,140.78,2.56,223.8,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KT280640.1 Uncultured bacterium clone 5133BC_bac_p1B03 16S ribosomal RNA gene, partial sequence",508,0,920,80.33,80.65,99.6,123.99,2.6,507.55,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU545431.1 Uncultured bacterium clone AX128_01I_012_Contig_23 genomic sequence,404,0,560,25.0,26.79,93.33,373.33,1.06,403.72,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1811480|KT777512.1 Acantholaimus sp. M129 28S ribosomal RNA gene, partial sequence",402,0,743,91.79,92.87,98.84,107.68,3.1,401.63,1e-26,1811480,Eukaryota,Metazoa,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus sp. M129
"2743|KT877013.1 Marinobacter hydrocarbonoclasticus strain NY-4 nitrite reductase (nirS) gene, complete cds",878,0,1725,62.43,62.78,99.45,159.28,1.91,877.15,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"77133|KU620830.1 Uncultured bacterium clone denovo17794 16S ribosomal RNA gene, partial sequence",362,0,501,89.02,90.02,98.89,111.09,3.43,361.75,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU633008.1 Uncultured bacterium clone denovo36224 16S ribosomal RNA gene, partial sequence",334,0,504,93.85,96.43,97.33,103.7,2.95,333.75,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU636698.1 Uncultured bacterium clone denovo5671 16S ribosomal RNA gene, partial sequence",280,0,496,80.85,81.85,98.77,122.17,2.31,279.76,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC139355.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SdDi14_43",586,0,895,77.54,77.77,99.71,128.59,3.02,585.56,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC139424.1 Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SdDi18_51",542,0,896,87.05,88.5,98.36,112.99,3.12,541.56,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"991135|KU683691.1 Uncultured candidate division NC10 bacterium clone LS1-35 16S ribosomal RNA gene, partial sequence",236,0,410,70.98,71.22,99.66,140.41,2.12,235.8,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"676241|LC145649.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB16",4704,0,1222,71.19,75.94,93.75,131.68,22.4,4703.4,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145652.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB19",1690,0,947,92.08,94.61,97.32,105.69,12.92,1689.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"676241|LC145655.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB21",2714,0,910,94.51,97.58,96.85,102.48,20.5,2713.55,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"676241|LC145658.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB24",650,0,1053,47.86,50.81,94.21,196.82,3.52,649.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145659.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB25",4258,0,1023,82.4,87.19,94.51,114.69,23.09,4257.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145660.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB26",524,0,850,81.41,85.18,95.58,117.4,3.77,523.58,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145661.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB27",2240,0,864,94.21,98.96,95.2,101.05,13.0,2239.57,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145665.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB30",6074,0,665,95.64,99.55,96.07,100.45,59.68,6073.67,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145666.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB31",918,0,687,70.45,73.94,95.28,135.24,8.92,917.66,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145668.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB33",382,0,759,76.42,81.29,94.0,123.01,2.5,381.63,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145670.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB35",770,0,853,62.02,64.48,96.18,155.09,5.81,769.58,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145671.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB36",2858,0,910,75.05,77.47,96.88,129.08,20.18,2857.55,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"676241|LC145675.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB39",854,0,976,83.09,87.3,95.19,114.55,4.92,853.52,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145676.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB40",2400,0,1009,84.24,91.08,92.49,109.79,10.93,2399.5,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145677.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB41",2802,0,1047,87.49,91.4,95.72,109.4,18.87,2801.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145679.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB43",1792,0,1047,55.87,58.83,94.97,169.97,6.72,1791.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145681.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB45",548,0,1056,58.71,60.61,96.88,165.0,3.28,547.48,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"676241|LC145684.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB48",716,0,1110,51.8,55.5,93.34,180.19,2.97,715.45,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145689.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB52",5800,0,1246,74.56,77.45,96.27,129.12,16.98,5799.39,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145695.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB7",7320,0,915,97.92,100.22,97.71,99.78,53.17,7319.55,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"676241|LC145696.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB8",3342,0,916,82.75,86.14,96.07,116.1,23.69,3341.55,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"676241|LC145697.1 Uncultured sediment bacterium DNA, 16S ribosomal RNA and intergenic spacer, clone: OB9",1732,0,961,60.87,67.64,90.0,147.85,3.71,1731.53,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KX097069.1 Uncultured bacterium clone S5-1_1 16S ribosomal RNA gene, partial sequence",2796,0,1521,81.26,81.26,100.0,123.06,9.33,2795.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097073.1 Uncultured bacterium clone S5-1_5 16S ribosomal RNA gene, partial sequence",868,0,1518,32.15,32.28,99.59,309.8,2.55,867.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097074.1 Uncultured bacterium clone S5-1_6 16S ribosomal RNA gene, partial sequence",4826,0,1519,99.61,100.07,99.54,99.93,15.41,4825.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097091.1 Uncultured bacterium clone S5-1_26 16S ribosomal RNA gene, partial sequence",5170,0,1449,92.41,92.48,99.93,108.13,16.45,5169.29,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097098.1 Uncultured bacterium clone S5-1_34 16S ribosomal RNA gene, partial sequence",1580,0,1473,54.99,54.99,100.0,181.85,5.46,1579.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097102.1 Uncultured bacterium clone S5-1_38 16S ribosomal RNA gene, partial sequence",872,0,1516,69.39,70.45,98.5,141.95,2.65,871.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097110.1 Uncultured bacterium clone S5-1_46 16S ribosomal RNA gene, partial sequence",2456,0,1521,99.41,100.0,99.41,100.0,8.41,2455.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097125.1 Uncultured bacterium clone S5-1_61 16S ribosomal RNA gene, partial sequence",1186,0,1521,64.1,64.37,99.59,155.36,3.13,1185.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097126.1 Uncultured bacterium clone S5-1_62 16S ribosomal RNA gene, partial sequence",4494,0,1528,99.8,100.0,99.8,100.0,14.52,4493.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097130.1 Uncultured bacterium clone S5-1_66 16S ribosomal RNA gene, partial sequence",1160,0,1467,74.85,75.32,99.37,132.76,3.93,1159.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097137.1 Uncultured bacterium clone S5-1_74 16S ribosomal RNA gene, partial sequence",2292,0,1454,90.78,90.99,99.77,109.9,7.74,2291.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097143.1 Uncultured bacterium clone S5-1_80 16S ribosomal RNA gene, partial sequence",2188,0,1495,87.83,87.89,99.92,113.77,6.37,2187.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097155.1 Uncultured bacterium clone S5-1_9 16S ribosomal RNA gene, partial sequence",2882,0,1521,73.83,73.9,99.91,135.32,9.47,2881.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097162.1 Uncultured bacterium clone S16-1_4 16S ribosomal RNA gene, partial sequence",996,0,1512,62.96,63.03,99.9,158.66,3.77,995.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097169.1 Uncultured bacterium clone S16-1_13 16S ribosomal RNA gene, partial sequence",8962,0,1460,99.93,100.0,99.93,100.0,27.43,8961.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097172.1 Uncultured bacterium clone S16-1_16 16S ribosomal RNA gene, partial sequence",1068,0,1521,24.39,24.39,100.0,409.97,3.06,1067.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097174.1 Uncultured bacterium clone S16-1_18 16S ribosomal RNA gene, partial sequence",1078,0,1522,94.28,94.94,99.31,105.33,3.38,1077.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097226.1 Uncultured bacterium clone S16-1_70 16S ribosomal RNA gene, partial sequence",836,0,1518,70.82,70.95,99.81,140.95,2.57,835.25,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097234.1 Uncultured bacterium clone S16-1_78 16S ribosomal RNA gene, partial sequence",988,0,1457,44.68,44.68,100.0,223.81,3.26,987.28,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097244.1 Uncultured bacterium clone S16-1_88 16S ribosomal RNA gene, partial sequence",1582,0,1502,84.42,84.82,99.53,117.9,5.28,1581.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097246.1 Uncultured bacterium clone S16-1_90 16S ribosomal RNA gene, partial sequence",1044,0,1499,68.38,68.38,100.0,146.24,3.38,1043.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097247.1 Uncultured bacterium clone S16-1_91 16S ribosomal RNA gene, partial sequence",5484,0,1489,99.87,100.0,99.87,100.0,18.21,5483.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097255.1 Uncultured bacterium clone S16-1_9 16S ribosomal RNA gene, partial sequence",1428,0,1490,94.3,94.5,99.79,105.82,4.68,1427.27,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KX097256.1 Uncultured bacterium clone S16-1_11 16S ribosomal RNA gene, partial sequence",2508,0,1500,99.93,100.0,99.93,100.0,7.92,2507.26,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
