Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175243|HQ871913.1 Uncultured Ascomycota clone UAP7754 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",522,1,401,81.8,83.04,98.5,120.42,6,518.8,1.00E-26,175243,Eukaryota,Fungi,Ascomycota,unk_c,unk_o,unk_f,unk_g,uncultured Ascomycota
"77133|LC016226.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_3",1918,0,352,99.72,100,99.72,100,24.84,1915.19,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016228.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_5",1850,0,358,98.32,100,98.32,100,25.3,1847.14,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016229.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_8",248,0,355,88.45,90.99,97.21,109.91,3.59,245.18,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016232.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_11",840,0,358,98.6,100,98.6,100,10.79,837.14,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016238.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_18",630,0,352,97.44,100,97.44,100,12.07,627.19,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016246.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_28",914,0,358,98.32,100,98.32,100,13.17,911.14,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016248.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_31",272,0,358,93.3,95.25,97.95,104.99,3.85,269.15,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016250.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_33LC016335.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_135",1234,0,352,98.3,100,98.3,100,19.89,1231.19,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016256.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_39",518,0,352,96.88,100,96.88,100,11.16,515.19,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016259.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_42LC016336.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_137",2466,0,352,99.72,100,99.72,100,28.99,2463.19,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016262.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_47",284,0,358,97.49,100,97.49,100,4.52,281.15,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016263.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_48",2356,0,358,99.72,100,99.72,100,34.53,2353.14,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016264.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_49",480,0,352,98.01,100,98.01,100,7.41,477.19,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016267.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_54",604,0,358,98.6,100,98.6,100,8.25,601.15,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016268.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_55",458,0,352,97.73,100,97.73,100,8.03,455.2,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016275.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_65",242,0,352,96.31,100,96.31,100,5.26,239.2,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016281.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_71",296,0,364,98.9,100,98.9,100,3.82,293.1,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016286.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_76",1012,0,358,98.32,100,98.32,100,14.62,1009.14,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016291.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_82",550,0,358,96.93,100,96.93,100,8.06,547.15,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016292.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_84",382,0,358,90.78,94.97,95.59,105.29,5.52,379.15,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|LC016294.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_87",888,0,352,99.15,100,99.15,100,10.26,885.19,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016297.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_91",476,0,352,98.01,100,98.01,100,7.8,473.19,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016299.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_93",328,0,358,98.6,100,98.6,100,4.51,325.15,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016301.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_96",4336,0,358,98.04,100,98.04,100,61.3,4333.14,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016304.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_101LC016441.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_903EN_125",1964,0,352,98.58,100,98.58,100,24.06,1961.19,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016306.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_103",458,0,352,97.16,100,97.16,100,8.68,455.2,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016307.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_104",346,0,352,99.72,100,99.72,100,4.08,343.2,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016311.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_108",642,0,352,96.31,100,96.31,100,12.1,639.19,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016316.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_113",306,0,352,96.31,100,96.31,100,5.89,303.2,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016333.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_133",358,0,352,80.4,82.1,97.92,121.8,4.59,355.2,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|LC016338.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_141",184,0,352,64.49,67.33,95.78,148.52,3.41,181.21,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|LC016340.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_949C3_143",294,0,352,94.32,100,94.32,100,6.25,291.2,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|LC016430.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_903EN_114",208,0,358,68.99,70.11,98.41,142.63,3.05,205.16,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016444.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_903EN_128",274,0,352,69.89,69.89,100,143.09,2.92,271.2,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|LC016455.1 Uncultured bacterium aprA gene for adenosine-5'-phosphosulfate reductase alpha subunit, partial cds, clone: NTYK0603_903EN_140",420,0,358,97.77,100,97.77,100,6.15,417.15,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"1563216|KM884854.1 Vibrio sp. S7-71 MreB (mreB) gene, partial cds",16956,2,915,95.96,97.81,98.1,102.23,90.19,16948.69,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"348149|KC348791.1 Uncultured Caldithrix sp. clone PCSM187 16S ribosomal RNA, partial sequence",216,1,388,58.76,59.79,98.28,167.24,2.2,212.92,1.00E-26,187144,Bacteria,unk_k,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
"86473|KJ095227.1 Uncultured gamma proteobacterium clone 1 16S-23S ribosomal RNA intergenic spacer, partial sequence",1620,0,308,94.16,101.3,92.95,98.72,39.42,1617.54,1.00E-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,,
"663|KM613159.1 Vibrio alginolyticus strain HY9901 quinolone resistance protein (qnr) gene, complete cds",5348,1,651,99.69,100,99.69,100,36.76,5342.8,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|KM526534.1 Uncultured bacterium clone B14-U-75 urea amidohydrolase (ureC) gene, partial cds",532,1,556,76.98,79.14,97.27,126.36,5.4,527.57,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"86473|AB980096.1 Uncultured gamma proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: gut_h49",1184,3,1456,62.64,63.6,98.49,157.24,4.07,1172.42,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"86473|AB980111.1 Uncultured gamma proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: epi_2_66",1874,3,1463,73.34,74.71,98.17,133.85,5.92,1862.34,1.00E-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"198431|KM410502.1 Uncultured prokaryote clone FS08-3-89 16S ribosomal RNA gene, partial sequence",3106,4,1509,53.88,54.21,99.39,184.47,10.91,3093.96,1.00E-26,198431,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured prokaryote
"38313|LN795823.1 Shewanella algae partial 16S rRNA gene, strain MARS 14",3622,4,1533,88.06,88.06,100,113.56,9.84,3609.77,1.00E-26,38313,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae
"187981|AB985588.1 Marinobacter litoralis LmPH gene for multicomponent phenol hydroxylase large subunit, partial cds, strain: KU17C",6648,1,551,98.19,100,98.19,100,53.36,6643.6,1.00E-26,2742,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
"262762|KM816599.1 Marinobacter sp. S64 nitrate reductase (narG) gene, partial cds",1588,1,602,94.52,94.68,99.82,105.61,12.45,1583.2,1.00E-26,262762,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. S64
"77133|KP265623.1 Uncultured bacterium clone Aug-B-cDNA-b34 16S ribosomal RNA, partial sequence",178,0,351,83.76,84.33,99.32,118.58,2.43,175.22,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1452721|KP752419.1 Pseudoalteromonas lipolytica SCSIO 04301 lipase gene, complete cds",34944,6,2433,99.55,100,99.55,100,56.77,34924.57,1.00E-26,570156,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas lipolytica
"77133|KP896653.1 Uncultured bacterium clone Tams9_1 16S ribosomal RNA gene, partial sequence",830,3,1377,32.39,32.75,98.89,305.32,2.39,819.06,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP292356.1 Uncultured bacterium clone JRH326 16S ribosomal RNA gene, partial sequence",296,1,565,81.06,81.77,99.13,122.29,3.57,291.52,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1539281|KP310111.1 Vibrio sp. W13 oligoalginate lyase (oalA) gene, complete cds",3548,5,2166,77.7,80.15,96.95,124.77,9.05,3530.73,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"1539281|KP310112.1 Vibrio sp. W13 oligoalginate lyase (oalB) gene, complete cds",12146,5,2166,96.31,97.65,98.63,102.41,26.01,12128.71,1.00E-26,1539281,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. W13
"187981|LC012309.1 Marinobacter litoralis gene for catechol 2,3-dioxygenase, partial cds, strain: KU17C",5376,2,837,96.42,100,96.42,100,39.62,5369.32,1.00E-26,2742,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
"358574|KR060730.1 Uncultured microorganism clone SF_Jan12_USGS21_B06 cytochrome cd1 dissimilatory nitrite reductase (nirS) gene, partial cds",524,2,839,93.21,96.78,96.31,103.33,4.15,517.33,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR061084.1 Uncultured microorganism clone SF_May12_USGS24_C08 cytochrome cd1 dissimilatory nitrite reductase (nirS) gene, partial cdsKR061094.1 Uncultured microorganism clone SF_May12_USGS24_G09 cytochrome cd1 dissimilatory nitrite reductase (nirS) gene, partial cds",1692,2,842,84.32,89.79,93.92,111.38,12.71,1685.28,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KR920790.1 Uncultured bacterium clone ACA_E08 16S ribosomal RNA gene, partial sequence",812,2,933,63.24,66.24,95.47,150.97,5.14,804.58,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KR921091.1 Uncultured bacterium clone COR_C02 16S ribosomal RNA gene, partial sequence",330,1,625,59.68,60,99.47,166.67,2.2,325.04,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247072.1 Uncultured bacterium clone InnerEdgeB6 16S ribosomal RNA gene, partial sequence",3624,1,657,96.35,97.41,98.91,102.66,24.65,3618.75,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247150.1 Uncultured bacterium clone EdgeB8 16S ribosomal RNA gene, partial sequence",392,1,671,66.92,67.36,99.34,148.45,2.68,386.67,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247156.1 Uncultured bacterium clone EdgeC5 16S ribosomal RNA gene, partial sequence",490,1,663,75.26,77.98,96.52,128.24,3.61,484.73,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP247160.1 Uncultured bacterium clone EdgeC9 16S ribosomal RNA gene, partial sequence",1444,1,713,77.7,79.66,97.54,125.53,9.13,1438.31,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP247182.1 Uncultured bacterium clone EdgeH2 16S ribosomal RNA gene, partial sequence",850,1,695,96.26,98.85,97.38,101.16,6.26,844.46,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP247192.1 Uncultured bacterium clone EdgeE11 16S ribosomal RNA gene, partial sequence",664,1,653,73.35,73.66,99.58,135.76,5.84,658.8,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247196.1 Uncultured bacterium clone EdgeF10 16S ribosomal RNA gene, partial sequence",3206,1,735,98.91,100,98.91,100,18.18,3200.13,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247258.1 Uncultured bacterium clone CTL_79 16S ribosomal RNA gene, partial sequence",1220,1,634,60.25,60.57,99.48,165.1,9.44,1214.94,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247263.1 Uncultured bacterium clone CTL_86 16S ribosomal RNA gene, partial sequence",352,1,587,81.6,82.28,99.17,121.53,3.03,347.34,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247267.1 Uncultured bacterium clone CTL_90 16S ribosomal RNA gene, partial sequence",616,1,664,74.85,74.85,100,133.6,3.53,610.72,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP247278.1 Uncultured bacterium clone C_R_R_CTL_52 16S ribosomal RNA gene, partial sequence",340,1,614,76.55,76.87,99.58,130.08,2.28,335.13,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"38313|LN811438.1 Shewanella algae ept gene for phosphoethanolamine transferase, strain MARS 14",3582,4,1626,97.42,100,97.42,100,11.11,3569.03,1.00E-26,22,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
"77133|KM356275.1 Uncultured bacterium clone 3730inc-BP2-D10 16S ribosomal RNA gene, partial sequence",10356,4,1521,90.47,91.06,99.35,109.82,29.93,10343.85,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356278.1 Uncultured bacterium clone 3730inc-BP2-E04 16S ribosomal RNA gene, partial sequence",2192,3,1473,36.05,36.46,98.88,274.3,7.11,2180.26,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356292.1 Uncultured bacterium clone 3730inc-BP2-F10 16S ribosomal RNA gene, partial sequence",1174,3,1474,42.27,42.4,99.68,235.84,3.28,1162.28,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356295.1 Uncultured bacterium clone 3730inc-BP2-G03 16S ribosomal RNA gene, partial sequence",1356,3,1488,70.63,71.44,98.87,139.98,4.22,1344.16,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356300.1 Uncultured bacterium clone 3730inc-BP2-H03 16S ribosomal RNA gene, partial sequence",3146,4,1516,69.26,69.33,99.9,144.24,11.01,3133.91,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356316.1 Uncultured bacterium clone AC_5120_bac_H5 16S ribosomal RNA gene, partial sequence",7382,3,1464,94.26,94.54,99.71,105.78,25.45,7370.31,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356333.1 Uncultured bacterium clone AC_5120_bac_E8 16S ribosomal RNA gene, partial sequence",1412,3,1459,70.73,71.56,98.85,139.75,4.88,1400.39,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356350.1 Uncultured bacterium clone AN_3730incN_bac_A7 16S ribosomal RNA gene, partial sequence",2146,3,1450,77.31,77.66,99.56,128.77,5.79,2134.44,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356356.1 Uncultured bacterium clone AN_3730incN_bac_B6 16S ribosomal RNA gene, partial sequence",2072,3,1462,36.53,36.87,99.07,271.24,6.97,2060.35,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356368.1 Uncultured bacterium clone AN_3730incN_bac_D5 16S ribosomal RNA gene, partial sequence",6042,3,1482,94.94,95.21,99.72,105.03,18.79,6030.17,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356377.1 Uncultured bacterium clone AN_3730incN_bac_C6 16S ribosomal RNA gene, partial sequence",2166,3,1433,98.95,99.37,99.58,100.63,7.69,2154.58,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356409.1 Uncultured bacterium clone AN_5119N_bac_E3 16S ribosomal RNA gene, partial sequence",882,3,1433,70.27,70.34,99.9,142.16,2.68,870.62,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356417.1 Uncultured bacterium clone AN_5119N_bac_H1 16S ribosomal RNA gene, partial sequence",882,3,1461,37.51,37.58,99.82,266.12,2.67,870.4,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356529.1 Uncultured bacterium clone AS_5119_bac_C11 16S ribosomal RNA gene, partial sequence",1690,3,1435,60.63,61.11,99.2,163.63,6.06,1678.57,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356547.1 Uncultured bacterium clone LC_3662_bac_H1 16S ribosomal RNA gene, partial sequence",856,3,1420,73.8,74.65,98.87,133.96,3.42,844.72,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356633.1 Uncultured bacterium clone LS_3433_bac_A1 16S ribosomal RNA gene, partial sequence",3838,3,1444,97.65,98.68,98.95,101.33,15.08,3826.48,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356653.1 Uncultured bacterium clone LS_3433_bac_C8 16S ribosomal RNA gene, partial sequence",2768,3,1438,99.86,100,99.86,100,8.8,2756.53,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM356758.1 Uncultured bacterium clone OS_3582_bac_G7 16S ribosomal RNA gene, partial sequence",1064,3,1448,57.53,58.29,98.7,171.56,4.14,1052.49,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1683041|KP711650.1 Marinobacter sp. SL004A-39A flavin-binding monooxygenase gene, partial cds",2542,2,873,90.49,91.98,98.38,108.72,14.57,2535.03,1.00E-26,2742,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
"77133|KT328989.1 Uncultured bacterium clone GI_2.1_4 ATP citrate lyase beta subunit (aclB) gene, partial cds",222,0,333,92.79,100,92.79,100,4.72,219.35,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KT328998.1 Uncultured bacterium clone GI_2.1_13 ATP citrate lyase beta subunit (aclB) gene, partial cds",470,0,333,95.5,100,95.5,100,10.64,467.35,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KT329004.1 Uncultured bacterium clone GI_2.1_19 ATP citrate lyase beta subunit (aclB) gene, partial cds",262,0,333,93.39,100,93.39,100,5.26,259.35,1.00E-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"663|KJ476728.1 Vibrio alginolyticus strain HY9901 KdpE (kdpE) gene, complete cds",616,1,732,65.85,69.54,94.7,143.81,5.64,610.18,1.00E-26,641,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
"663|KJ863646.1 Vibrio alginolyticus strain HY9901 PhoB gene, complete cds",7580,1,690,99.28,100,99.28,100,53.23,7574.49,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"155900|KP814577.1 Uncultured organism clone MC118_11-13cm_M19_61 methyl coenzyme M reductase (mcrA) gene, partial cds",854,1,438,96.12,97.03,99.06,103.06,8.47,850.51,1.00E-26,155900,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism
